,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments,salary,Churn Probability
404,0.76,0.87,5,245,5,0,0,sales,low,0.9151580623228711
405,0.47,0.5,4,254,4,0,0,sales,low,0.3149620251182952
406,0.73,0.99,5,241,5,0,0,sales,low,0.915968669650105
407,0.09,0.94,6,257,4,0,0,sales,low,0.9863092134594825
408,0.91,0.92,4,246,5,0,0,sales,low,0.9016002007627313
409,0.82,0.98,4,233,5,0,0,sales,low,0.9021421384312491
410,0.28,0.45,6,218,4,0,0,accounting,low,0.21463323102726864
411,0.84,0.99,4,262,6,0,0,accounting,medium,0.8967753594631893
412,0.45,0.53,2,138,3,0,0,accounting,medium,0.9868936868712517
413,0.45,0.54,2,142,3,0,0,hr,medium,0.9872160345356772
414,0.91,0.97,5,233,5,0,0,hr,medium,0.9131404982298993
415,0.42,0.48,2,155,3,0,0,hr,medium,0.987222350253074
416,0.82,1.0,4,229,6,0,0,hr,medium,0.9053656164263172
417,0.11,0.9,6,264,4,0,0,technical,medium,0.9862520921207076
418,0.42,0.53,3,199,4,0,0,technical,medium,0.07050271018133288
419,0.82,0.85,4,223,5,0,0,technical,medium,0.8823316946753871
420,0.09,0.96,6,268,4,0,0,technical,medium,0.9862345482610585
421,0.1,0.94,6,287,4,0,0,technical,medium,0.9957551013416669
422,0.86,1.0,5,257,5,0,0,technical,medium,0.9213462445549937
423,0.4,0.46,2,143,3,0,0,technical,high,0.9710116849006709
424,0.45,0.46,2,130,3,0,0,technical,low,0.987155026811328
425,0.42,0.51,2,136,3,0,0,technical,medium,0.986558959069097
426,0.74,0.92,4,261,5,0,0,technical,medium,0.9001524016890042
427,0.55,0.6,3,180,4,0,0,technical,medium,0.05964953334597038
428,0.37,0.45,2,126,3,0,0,support,medium,0.9847516988259668
429,0.41,0.52,2,127,3,1,0,support,low,0.9798476929674373
430,0.89,0.65,5,195,6,0,0,support,low,0.06320859987776638
431,0.41,0.57,2,160,3,0,0,support,low,0.9869754626225541
432,0.44,0.51,2,150,3,0,0,support,low,0.9870841603597398
433,0.87,0.84,4,264,6,0,0,support,low,0.8876083902750221
434,0.1,0.84,6,309,4,0,0,support,low,0.9966403085648439
435,0.41,0.47,2,135,3,0,0,support,low,0.9875238899105112
436,0.11,0.85,6,261,4,0,0,support,low,0.9863092134594825
437,0.43,0.53,2,160,3,0,0,support,low,0.987079266037944
438,0.77,0.9,4,237,5,0,0,support,low,0.8998792373526773
439,0.41,0.52,2,136,3,0,0,technical,low,0.9869333149552524
440,0.41,0.48,2,139,3,0,0,technical,low,0.9871872243356868
441,0.36,0.78,2,151,4,0,0,technical,low,0.5734441327174231
442,0.77,1.0,5,229,5,0,0,management,low,0.9165189830244951
443,0.81,0.98,5,245,5,0,0,IT,low,0.9155847534591345
444,0.39,0.54,2,127,3,0,0,IT,low,0.9868245825333878
445,0.09,0.94,6,283,5,0,0,IT,low,0.9928309486298411
446,0.44,0.46,2,143,3,0,0,IT,low,0.9867773536403645
447,0.1,0.84,5,298,4,0,0,IT,low,0.9808689073724143
448,0.36,0.48,2,159,3,0,0,product_mng,low,0.9871987937710534
449,0.81,0.92,5,239,5,0,0,product_mng,low,0.9142642311855533
450,0.81,0.9,4,226,5,0,0,product_mng,medium,0.8976173986852315
451,0.85,0.98,5,248,5,0,0,product_mng,medium,0.9136640431293104
452,0.1,0.87,6,286,4,0,0,IT,medium,0.9947356357187094
453,0.37,0.54,2,145,3,0,0,RandD,medium,0.983449791836412
454,0.09,0.97,7,254,4,1,0,RandD,medium,0.9826392490897163
455,0.44,0.53,2,127,3,0,0,RandD,medium,0.9849550258536702
456,0.86,0.93,5,223,5,0,0,RandD,medium,0.9057990887979385
457,0.77,1.0,4,255,5,0,0,RandD,medium,0.9106312040042663
458,0.41,0.48,2,136,3,0,0,marketing,medium,0.9873042924694114
459,0.4,0.48,2,137,3,0,0,sales,medium,0.9873656586572376
460,0.43,0.49,2,135,3,0,0,accounting,medium,0.9869405079160367
461,0.43,0.5,2,137,3,0,0,support,medium,0.9870033533432704
462,0.8,0.53,3,255,5,0,0,technical,high,0.20331568287520688
463,0.8,0.85,4,273,5,0,0,management,low,0.8941732803030191
464,0.82,0.98,5,234,5,0,0,marketing,medium,0.9135510873660203
465,0.37,0.54,2,152,3,0,0,marketing,medium,0.9870800014219002
466,0.37,0.48,2,134,3,0,0,marketing,medium,0.987302957509341
467,0.09,0.95,6,292,4,0,0,sales,medium,0.9966295558766718
468,0.9,0.92,5,245,5,0,0,sales,low,0.915344951410858
469,0.41,0.52,2,159,3,0,0,sales,low,0.9871880880516893
470,0.1,0.85,6,260,4,0,0,sales,low,0.9863092134594825
471,0.44,0.53,2,149,3,0,0,sales,low,0.9873461092725834
472,0.89,0.85,5,266,5,0,0,sales,low,0.9144503257584615
473,0.42,0.56,2,149,3,0,0,sales,low,0.9874060773030793
474,0.87,1.0,5,242,5,0,0,sales,low,0.9229411982707522
475,0.45,0.57,2,134,3,0,0,sales,low,0.9873773105244812
476,0.11,0.87,5,271,4,0,0,sales,low,0.9455509348973915
477,0.09,0.79,6,275,4,0,0,sales,low,0.989627739881855
478,0.76,0.83,5,227,5,0,0,sales,low,0.8944142055552201
479,0.11,0.96,7,277,5,0,0,sales,low,0.993972762945212
480,0.37,0.49,2,151,3,0,0,sales,low,0.9875538340548605
481,0.1,0.79,6,274,4,0,0,sales,low,0.9857925210840592
482,0.77,0.87,4,242,6,0,0,sales,low,0.8930620857516051
483,0.42,0.54,2,143,3,1,0,sales,low,0.9846624147724219
484,0.38,0.52,2,145,3,0,0,sales,low,0.987244642435847
485,0.32,0.95,5,172,2,0,0,sales,low,0.21282988538115358
486,0.38,0.49,2,135,3,0,0,accounting,low,0.9872140153284416
487,0.19,1.0,4,192,4,0,0,accounting,low,0.4627199050454244
488,0.1,0.83,7,276,4,0,0,accounting,low,0.9922123458833446
489,0.76,0.88,4,206,4,0,0,hr,medium,0.105131657614627
490,0.53,0.56,4,281,6,0,0,hr,medium,0.3866696456513674
491,0.39,0.51,2,151,3,0,0,hr,medium,0.9869828582924994
492,0.11,0.83,6,244,4,0,0,hr,medium,0.9862028353154199
493,0.1,0.94,6,309,4,0,0,technical,medium,0.9966791426535312
494,0.84,1.0,5,218,5,0,0,technical,medium,0.9196364585611266
495,0.82,0.99,4,263,6,0,0,technical,medium,0.8971587337173947
496,0.1,0.82,6,244,4,0,0,technical,medium,0.9860301998700571
497,0.59,0.49,7,263,4,0,0,technical,medium,0.8181642362402198
498,0.44,0.48,2,143,3,0,0,technical,medium,0.9867070007255908
499,0.89,0.95,2,181,5,0,0,technical,medium,0.2594073336692739
500,0.91,0.84,5,265,5,0,0,technical,medium,0.9108806800841023
501,0.66,0.57,5,161,5,0,0,technical,high,0.1556794717691777
502,0.11,0.87,7,282,5,0,0,technical,low,0.9950596892192404
503,0.43,0.51,2,155,3,0,0,technical,medium,0.9864660064805997
504,0.78,0.83,4,217,6,0,0,support,medium,0.8234872578034815
505,0.11,0.97,6,289,5,0,0,support,medium,0.9968539824769225
506,0.83,0.98,4,259,5,0,0,support,medium,0.9017119046104245
507,0.39,0.54,2,158,3,0,0,support,low,0.9872333725076581
508,0.38,0.55,2,158,3,0,0,support,low,0.9872361968285644
509,0.37,0.57,2,155,3,0,0,support,low,0.9871948363724732
510,0.44,0.48,2,146,3,0,0,support,low,0.9873000538119403
511,0.53,0.85,2,164,5,0,0,support,low,0.40316782008151486
512,0.09,0.96,6,259,4,0,0,support,low,0.9862916695998334
513,0.11,0.89,6,293,4,0,0,support,low,0.9966403085648439
514,0.83,0.96,5,275,5,0,0,support,low,0.9156183638565494
515,0.88,1.0,5,219,6,1,0,technical,low,0.8957822375040834
516,0.1,0.89,6,247,4,0,0,technical,low,0.986282411347453
517,0.09,0.86,7,309,4,0,0,technical,low,0.9967156464146647
518,0.44,0.54,2,151,3,0,0,management,low,0.9869696939746205
519,0.39,0.51,2,129,3,0,0,IT,low,0.9867019382674539
520,0.87,0.94,4,274,5,0,0,IT,low,0.8980571013208776
521,0.74,0.99,4,233,5,0,0,IT,low,0.9010284236937792
522,0.1,0.95,7,289,4,0,0,IT,low,0.9966660596378052
523,0.74,0.82,4,239,6,0,0,IT,low,0.7892962779405768
524,0.75,0.99,5,221,5,0,0,product_mng,low,0.9096850395649312
525,0.41,0.56,2,150,3,0,0,product_mng,low,0.9868102452703621
526,0.41,0.45,2,144,3,1,0,product_mng,low,0.9810481597837964
527,0.09,0.9,7,289,4,0,0,product_mng,low,0.9953094203594277
528,0.09,0.8,6,301,5,0,0,IT,medium,0.997272085061575
529,0.39,0.57,2,145,3,0,0,accounting,medium,0.9866644521361414
530,0.4,0.56,2,137,3,0,0,accounting,medium,0.9869024101608818
531,0.37,0.54,2,131,3,1,0,hr,medium,0.983398363613453
532,0.1,0.84,6,246,4,0,0,hr,medium,0.9863483386771815
533,0.43,0.51,2,136,3,0,0,hr,medium,0.9870739891849405
534,0.75,0.85,5,240,6,1,0,marketing,medium,0.8581958360232103
535,0.37,0.56,2,156,3,0,0,sales,medium,0.9871230981855605
536,0.11,0.85,6,305,4,0,0,accounting,medium,0.9966295558766718
537,0.45,0.45,2,154,3,1,0,support,medium,0.9783147083463727
538,0.87,1.0,5,261,5,1,0,technical,medium,0.9025198076109463
539,0.11,0.94,7,244,4,0,0,management,medium,0.9867267230225147
540,0.45,0.54,2,129,3,0,0,marketing,high,0.9712489932497551
541,0.81,0.87,4,254,5,0,0,marketing,low,0.9005183485320944
542,0.77,0.91,5,236,5,0,0,marketing,medium,0.9125295500590367
543,0.89,0.92,5,237,5,0,0,sales,medium,0.9126674066223665
544,0.43,0.49,2,135,3,0,0,sales,medium,0.9873162049247666
545,0.78,1.0,5,236,5,0,0,sales,medium,0.921280458885215
546,0.37,0.47,2,149,3,0,0,sales,low,0.9875538340548605
547,0.37,0.5,2,141,3,0,0,sales,low,0.9874213099291287
548,0.85,0.82,4,270,5,0,0,sales,low,0.8193623760790413
549,0.41,0.47,2,138,3,0,0,sales,low,0.9876335236916202
550,0.11,0.96,6,298,4,0,0,sales,low,0.9966403085648439
551,0.75,0.99,5,254,5,0,0,sales,low,0.9168252956844185
552,0.82,0.85,5,248,5,0,0,sales,low,0.9145280908367102
553,0.79,1.0,5,257,6,0,0,sales,low,0.9184268238989903
554,0.43,0.53,2,150,3,0,0,sales,low,0.9874294714041884
555,0.1,0.9,7,281,4,0,0,sales,low,0.9934847047956247
556,0.46,0.48,2,141,3,1,0,sales,low,0.9846674694767976
557,0.43,0.57,2,157,3,0,0,sales,low,0.987227875727086
558,0.43,0.55,2,136,3,0,0,sales,low,0.9875175821784385
559,0.11,0.8,7,296,4,0,0,sales,low,0.9966660596378052
560,0.09,0.86,6,279,4,0,0,sales,low,0.9924323374222621
561,0.37,0.53,2,131,3,0,0,sales,low,0.98751683301496
562,0.4,0.57,2,160,3,0,0,accounting,low,0.9867648558670788
563,0.1,0.77,7,291,4,0,0,accounting,low,0.9969119913565392
564,0.41,0.53,2,157,3,0,0,accounting,low,0.9870595050435823
565,0.79,0.58,3,294,4,0,0,hr,low,0.7638315928853645
566,0.11,0.79,7,310,4,0,0,hr,low,0.9966846469984
567,0.1,0.97,6,282,4,0,0,hr,medium,0.9925491358125027
568,0.44,0.51,2,134,3,0,0,hr,medium,0.9869906270533355
569,0.25,0.46,4,214,4,0,0,technical,medium,0.07988829206413252
570,0.44,0.52,2,137,3,0,0,technical,medium,0.9865091637876223
571,0.73,1.0,4,252,5,0,0,technical,medium,0.9097046442799867
572,0.75,0.97,5,243,6,0,0,technical,medium,0.9089658730906864
573,0.36,0.47,2,148,3,0,0,technical,medium,0.9867642658721197
574,0.37,0.49,2,151,3,0,0,technical,medium,0.9868236590827468
575,0.39,0.49,2,129,3,0,0,technical,medium,0.9868290955277716
576,0.48,0.78,2,198,2,0,0,technical,medium,0.33612943913590604
577,0.57,0.72,4,275,6,0,0,technical,medium,0.35308560848204995
578,0.9,0.96,5,243,5,0,0,technical,medium,0.9136359947245365
579,0.39,0.55,2,159,3,0,0,technical,high,0.9689495814537824
580,0.44,0.51,2,145,3,0,0,support,low,0.9870713545155394
581,0.81,0.88,5,242,5,0,0,support,medium,0.9126658642524159
582,0.74,0.87,5,242,5,0,0,support,medium,0.9126658642524159
583,0.44,0.56,2,145,3,0,0,support,medium,0.9869143909018198
584,0.41,0.56,2,154,3,0,1,support,medium,0.9824501122550152
585,0.4,0.51,2,139,3,0,0,support,low,0.9872701208164715
586,0.46,0.57,2,152,3,0,0,support,low,0.9870441638849187
587,0.8,0.83,2,211,3,0,0,support,low,0.1398974637063781
588,0.87,0.9,5,258,5,0,0,support,low,0.9155238152313836
589,0.39,0.54,2,155,3,0,0,support,low,0.9872871985321818
590,0.38,0.55,2,148,3,0,0,support,low,0.987309885728234
591,0.66,0.67,2,255,3,0,0,technical,low,0.12261816023382557
592,0.1,0.8,6,264,4,0,0,technical,low,0.9876778369124952
593,0.37,0.54,2,132,3,0,0,technical,low,0.9871085013167155
594,0.1,0.77,6,255,4,0,0,management,low,0.9857741176491164
595,0.09,0.87,5,263,4,0,0,IT,low,0.941169741829947
596,0.86,0.84,5,222,5,0,0,IT,low,0.9029669132846059
597,0.11,0.9,6,263,4,0,0,IT,low,0.9863092134594825
598,0.37,0.46,2,157,3,0,0,IT,low,0.9867937491143941
599,0.11,0.92,7,307,4,0,0,IT,low,0.9966660596378052
600,0.77,0.98,5,259,6,0,0,product_mng,low,0.9108481313092931
601,0.84,0.94,5,222,6,0,0,product_mng,low,0.9035011775442241
602,0.1,0.84,7,250,4,0,0,product_mng,low,0.9855877202583168
603,0.83,0.9,5,245,5,0,0,product_mng,low,0.9152284776395334
604,0.11,0.79,6,292,4,0,0,IT,low,0.9963310270729796
605,0.86,0.92,5,252,5,0,0,RandD,low,0.9146977861119904
606,0.38,0.56,2,161,3,0,0,RandD,medium,0.9626973115302543
607,0.11,0.88,5,250,4,0,0,RandD,medium,0.9422496447983238
608,0.45,0.49,2,134,3,0,0,RandD,medium,0.9845196490824831
609,0.1,0.85,7,279,4,0,0,RandD,medium,0.9927627453132838
610,0.09,0.95,7,256,4,0,0,marketing,medium,0.9865330955715343
611,0.39,0.53,2,127,3,0,0,sales,medium,0.9871604679237522
612,0.37,0.47,2,138,3,1,0,accounting,medium,0.9817311083633732
613,0.81,0.97,5,243,5,0,0,support,medium,0.9139669452655467
614,0.09,0.9,7,296,4,0,0,technical,medium,0.9967048937264926
615,0.1,0.88,7,267,4,0,0,management,medium,0.9865808896891813
616,0.39,0.49,2,144,3,0,0,marketing,medium,0.9871762523707273
617,0.83,0.95,4,251,5,0,0,marketing,medium,0.9010292809859151
618,0.45,0.57,2,148,3,0,0,marketing,high,0.9731136046933613
619,0.43,0.51,2,141,3,0,0,sales,low,0.987347849947109
620,0.8,0.75,3,268,2,0,0,sales,medium,0.0265836165919393
621,0.1,0.86,6,247,4,0,0,sales,medium,0.9863483386771815
622,0.1,0.55,2,247,4,0,0,sales,medium,0.7178002126993042
623,0.36,0.52,2,146,3,0,0,sales,medium,0.9869365760119153
624,0.38,0.5,2,140,3,0,0,sales,low,0.9873788335347501
625,0.78,0.98,5,263,6,0,0,sales,low,0.9118678347990882
626,0.44,0.49,2,145,3,0,0,sales,low,0.9874096875930493
627,0.41,0.46,2,156,3,1,0,sales,low,0.9846545354660188
628,0.72,0.85,5,244,6,0,0,sales,low,0.9032078372956871
629,0.46,0.54,2,144,3,0,0,sales,low,0.987213356467042
630,0.1,0.9,7,286,4,0,0,sales,low,0.9949389568851287
631,0.34,0.67,4,141,2,0,0,sales,low,0.1342028317423656
632,0.11,0.89,6,260,5,0,0,sales,low,0.9836987949707846
633,0.38,0.56,2,154,3,0,0,sales,low,0.9873717713988651
634,0.82,0.92,5,225,5,0,0,sales,low,0.9089523151835156
635,0.39,0.57,2,127,3,0,0,sales,low,0.9873237107540027
636,0.44,0.53,2,140,3,0,0,sales,low,0.9874168029472387
637,0.43,0.52,2,147,3,0,0,sales,low,0.9872771562724538
638,0.84,0.83,4,227,5,0,0,accounting,low,0.8782919715522847
639,0.43,0.48,2,153,3,0,0,accounting,low,0.987110295684979
640,0.37,0.52,2,128,3,0,0,accounting,low,0.9869888208744956
641,0.74,0.97,4,228,5,0,0,hr,low,0.9014551665521465
642,0.73,0.97,5,235,5,0,0,hr,low,0.9148029298335255
643,0.37,0.47,2,148,3,0,0,hr,low,0.9875634618983411
644,0.58,0.62,4,238,3,0,0,hr,low,0.011002419290015848
645,0.4,0.54,2,141,3,0,0,technical,medium,0.9867331218105728
646,0.51,0.83,5,249,4,0,0,technical,medium,0.10050545062567318
647,0.46,0.5,2,151,3,0,0,technical,medium,0.9864503865000046
648,0.45,0.54,2,129,3,0,0,technical,medium,0.986733655085887
649,0.46,0.5,2,156,3,0,0,technical,medium,0.9864305236248587
650,0.39,0.45,2,134,3,0,0,technical,medium,0.9864154872213843
651,0.09,0.88,6,269,4,0,0,technical,medium,0.9862520921207076
652,0.09,0.77,6,290,4,0,0,technical,medium,0.9965400626626634
653,0.37,0.51,2,132,3,0,0,technical,medium,0.9866111986242061
654,0.1,0.89,7,308,4,0,0,technical,medium,0.9967048937264926
655,0.77,1.0,4,232,5,0,0,technical,medium,0.911216756627143
656,0.79,0.86,5,235,5,0,0,support,medium,0.9120798734891062
657,0.43,0.55,2,130,3,0,0,support,high,0.9703829822146715
658,0.38,0.53,2,146,3,0,0,support,low,0.9872873237864725
659,0.77,0.91,5,221,6,0,0,support,medium,0.9003798422312561
660,0.44,0.5,2,130,3,0,0,support,medium,0.9869062297437756
661,0.39,0.46,2,136,3,0,0,support,medium,0.9872190050119396
662,0.78,0.89,5,274,6,0,0,support,medium,0.9085500118476117
663,0.1,0.79,6,256,5,0,0,support,low,0.9833124954723427
664,0.1,0.77,5,276,4,0,0,support,low,0.9482045074007873
665,0.75,0.85,5,267,5,0,0,support,low,0.9145959139173848
666,0.46,0.62,6,213,3,0,0,support,low,0.11128571490792327
667,0.91,0.97,4,274,6,0,0,technical,low,0.8960232259146022
668,0.1,0.92,6,258,4,0,0,technical,low,0.9861365780141197
669,0.72,0.6,3,153,5,0,0,technical,low,0.11174904783864971
670,0.11,0.95,6,245,4,0,0,management,low,0.9865028409104629
671,0.11,0.94,6,264,4,0,0,IT,low,0.9863092134594825
672,0.46,0.57,2,154,3,0,0,IT,low,0.9864513576606162
673,0.37,0.46,2,149,3,0,0,IT,low,0.9868674380140637
674,0.46,0.5,2,157,3,0,0,IT,low,0.9863986047778042
675,0.43,0.57,2,127,3,0,0,IT,low,0.9867094519717067
676,0.11,0.82,6,270,4,0,0,product_mng,low,0.985111626668869
677,0.73,0.89,5,236,6,0,0,product_mng,low,0.9089017060160455
678,0.43,0.47,2,158,3,0,0,product_mng,low,0.9867699292740502
679,0.86,1.0,5,229,5,0,0,product_mng,low,0.9226746436876526
680,0.1,0.83,6,269,4,0,0,IT,low,0.9861637100977209
681,0.4,0.49,2,128,3,0,0,sales,low,0.987619902510125
682,0.11,0.87,7,278,4,0,0,sales,low,0.9927886787229095
683,0.86,0.98,3,158,5,0,0,sales,low,0.24545116043546858
684,0.42,1.0,3,202,3,0,0,sales,medium,0.42711560642401225
685,0.79,0.84,4,240,5,0,0,sales,medium,0.8927471641565528
686,0.1,0.96,7,255,4,0,0,marketing,medium,0.9865155517118852
687,0.09,0.92,7,254,4,0,0,sales,medium,0.9865330955715343
688,0.09,0.82,6,257,4,0,0,accounting,medium,0.9860570019820865
689,0.87,1.0,4,228,5,0,0,support,medium,0.9111961539340111
690,0.36,0.49,2,145,3,0,0,technical,medium,0.9867514600279192
691,0.42,0.75,3,218,4,0,0,management,medium,0.10328658398261349
692,0.84,0.86,5,268,5,0,0,marketing,medium,0.9128264444423122
693,0.1,0.83,6,278,4,0,0,marketing,medium,0.9922760813723284
694,0.78,0.71,3,249,5,0,0,marketing,medium,0.17491741528566102
695,0.35,0.99,3,236,4,0,0,sales,medium,0.17530628346964017
696,0.1,0.81,7,291,4,0,0,sales,high,0.9941409054041844
697,0.11,0.8,6,306,4,0,0,sales,low,0.9966403085648439
698,0.43,0.48,2,135,3,0,0,sales,medium,0.9873162049247666
699,0.38,0.45,2,156,3,0,0,sales,medium,0.9867961196902817
700,0.46,0.54,2,143,3,0,0,sales,medium,0.9870450750206247
701,0.89,0.82,4,243,5,0,0,sales,medium,0.8163628945249313
702,0.45,0.5,2,147,3,0,0,sales,low,0.9873000289895036
703,0.44,0.53,2,159,3,0,0,sales,low,0.9872329376897763
704,0.74,0.54,5,216,3,0,0,sales,low,0.011679030158143741
705,0.45,0.54,2,152,3,0,0,sales,low,0.9874069997500787
706,0.79,0.93,4,226,5,0,0,sales,low,0.8999348860923984
707,0.79,0.91,5,271,5,0,0,sales,low,0.9150600751618733
708,0.11,0.87,6,255,4,0,0,sales,low,0.9863092134594825
709,0.42,0.48,2,140,3,0,0,sales,low,0.987571284280172
710,0.64,0.9,6,252,2,0,0,sales,low,0.15006085948000744
711,0.4,0.55,2,159,3,0,0,sales,low,0.9873502995673795
712,0.84,0.98,5,270,5,0,0,sales,low,0.916226962367281
713,0.73,0.92,5,232,5,0,0,sales,low,0.913580816499207
714,0.4,0.51,2,144,3,0,0,accounting,low,0.9869128970679608
715,0.36,0.45,2,127,3,0,0,accounting,low,0.9863157502648653
716,0.43,0.47,2,131,3,0,0,accounting,low,0.9871947517689242
717,0.11,0.78,6,243,4,0,0,hr,low,0.9664617938644456
718,0.91,1.0,5,244,6,0,0,hr,low,0.9185217764373893
719,0.8,1.0,5,260,5,0,0,hr,low,0.923097521663292
720,0.42,0.49,2,139,3,0,0,hr,low,0.9875885731256866
721,0.31,0.87,4,184,3,0,0,technical,low,0.09836683032247949
722,0.44,0.47,2,130,3,0,0,technical,low,0.9870690891769082
723,0.38,0.54,2,135,3,0,0,technical,medium,0.9867111866834013
724,0.45,0.56,2,146,3,0,0,technical,medium,0.986638126895116
725,0.43,0.46,2,149,3,0,0,technical,medium,0.9867377129390522
726,0.45,0.46,2,153,3,1,0,technical,medium,0.9834031742900591
727,0.43,0.57,2,160,3,0,0,technical,medium,0.9856211387784221
728,0.43,0.49,2,160,3,0,0,technical,medium,0.9858485740074268
729,0.09,0.83,6,282,4,0,0,technical,medium,0.9937445767355643
730,0.43,0.47,2,128,3,0,0,technical,medium,0.9868023061478516
731,0.79,0.94,4,232,5,0,0,technical,medium,0.8993049767933361
732,0.85,0.58,3,226,2,0,0,support,medium,0.016822519725806763
733,0.38,0.45,2,129,3,0,0,support,medium,0.9866800329022087
734,0.11,0.92,7,255,4,0,0,support,medium,0.9865330955715343
735,0.83,0.99,5,258,5,0,0,support,high,0.8847663498468957
736,0.81,0.91,4,229,5,0,0,support,low,0.8996641830544727
737,0.42,0.56,2,143,3,0,0,support,medium,0.9870296419456384
738,0.11,0.87,6,257,4,0,0,support,medium,0.9862025053438482
739,0.11,0.85,7,275,4,0,0,support,medium,0.9900349070161039
740,0.1,0.89,7,291,4,0,0,support,medium,0.9966553069496332
741,0.5,0.54,5,153,4,0,0,support,low,0.04261054511611721
742,0.44,0.49,2,154,3,0,0,support,low,0.9872929967809949
743,0.11,0.9,6,301,4,0,0,technical,low,0.9966898953417033
744,0.39,0.52,2,134,3,0,0,technical,low,0.9869107908890962
745,0.11,0.78,6,245,4,0,0,technical,low,0.9863107132667788
746,0.36,0.5,2,132,3,0,0,management,low,0.9872242230470887
747,0.43,0.51,2,130,3,0,0,IT,low,0.9867147144832055
748,0.4,0.5,2,127,3,0,0,IT,low,0.9867599788458896
749,0.86,0.84,4,246,6,0,0,IT,low,0.8864607483821547
750,0.38,0.49,2,145,3,0,0,IT,low,0.9868290639880452
751,0.46,0.45,2,138,3,0,1,IT,low,0.9844009838092874
752,0.37,0.57,2,129,3,0,0,product_mng,low,0.9861050262457298
753,0.43,0.52,2,150,3,0,0,product_mng,low,0.986651955914356
754,0.66,0.93,5,253,5,0,0,product_mng,low,0.3651096633708399
755,0.37,0.48,2,160,3,0,0,product_mng,low,0.9859923254408908
756,0.77,0.92,5,235,5,0,0,IT,low,0.9135365133236992
757,0.38,0.55,2,151,3,0,0,sales,low,0.987419519509343
758,0.39,0.54,2,127,3,0,0,sales,low,0.9874516175314354
759,0.41,0.55,2,151,3,0,0,sales,low,0.9874633308637919
760,0.1,0.9,7,290,4,0,0,sales,low,0.9966660596378052
761,0.09,0.93,6,249,4,0,0,sales,low,0.9863092134594825
762,0.41,0.47,2,131,3,0,0,marketing,medium,0.9872905310015214
763,0.39,0.46,2,159,3,0,0,sales,medium,0.9868409261394429
764,0.83,0.99,4,223,5,0,0,accounting,medium,0.8910184881853938
765,0.09,0.87,3,214,2,0,0,support,medium,0.6751670503917784
766,0.75,0.81,5,227,5,0,0,technical,medium,0.5939923713727514
767,0.44,0.54,2,127,3,0,0,management,medium,0.9869582888023419
768,0.1,0.84,6,293,5,0,0,marketing,medium,0.997261332373403
769,0.42,0.46,2,141,3,0,0,marketing,medium,0.9872420530579632
770,0.1,0.83,6,300,4,0,0,marketing,medium,0.9966295558766718
771,0.1,0.86,6,309,4,0,0,sales,medium,0.9966295558766718
772,0.31,0.77,4,149,3,0,0,sales,medium,0.11126739724512148
773,0.42,0.54,2,159,3,0,0,sales,medium,0.986723698856251
774,0.38,0.5,2,152,3,0,0,sales,high,0.9709092378481158
775,0.39,0.57,2,158,3,0,0,sales,low,0.9872150995113345
776,0.1,0.97,6,254,5,0,0,sales,medium,0.9832044895195654
777,0.11,0.93,6,294,4,0,0,sales,medium,0.9966295558766718
778,0.1,0.92,7,269,4,0,0,sales,medium,0.9865330955715343
779,0.11,0.9,7,247,4,0,0,sales,medium,0.9866789289048676
780,0.44,0.65,3,271,4,0,0,sales,low,0.10072049630049135
781,0.91,0.96,4,232,5,0,0,sales,low,0.9010724000966398
782,0.72,1.0,4,245,5,0,0,sales,low,0.903410161935634
783,0.36,0.46,2,132,3,0,0,sales,low,0.9875590340530327
